"grupp" "langd"
"317" "Gr1" 172
"318" "Gr1" 176
"319" "Gr1" 181
"320" "Gr1" 178
"321" "Gr1" 173
"322" "Gr1" 174
"323" "Gr1" 172
"324" "Gr1" 180
"325" "Gr1" 169
"326" "Gr1" 176
"327" "Gr1" 174
"328" "Gr1" 171
"329" "Gr1" 174
"330" "Gr1" 177
"331" "Gr1" 170
"332" "Gr1" 184
"333" "Gr1" 176
"334" "Gr1" 179
"335" "Gr1" 173
"336" "Gr1" 174
"337" "Gr1" 175
"338" "Gr1" 176
"339" "Gr1" 175
"340" "Gr1" 174
"341" "Gr1" 184
"342" "Gr1" 172
"343" "Gr1" 177
"344" "Gr1" 172
"345" "Gr1" 177
"346" "Gr1" 175
"347" "Gr1" 179
"348" "Gr1" 178
"349" "Gr1" 168
"350" "Gr1" 174
"351" "Gr1" 177
"352" "Gr1" 177
"353" "Gr1" 185
"354" "Gr1" 170
"355" "Gr1" 173
"356" "Gr1" 179
"357" "Gr1" 173
"358" "Gr1" 178
"359" "Gr1" 180
"360" "Gr1" 174
"361" "Gr1" 178
"362" "Gr1" 178
"363" "Gr1" 167
"364" "Gr1" 172
"365" "Gr1" 169
"366" "Gr1" 174
"367" "Gr1" 180
"368" "Gr1" 173
"369" "Gr1" 175
"370" "Gr1" 174
"371" "Gr1" 172
"372" "Gr1" 170
"373" "Gr1" 170
"374" "Gr1" 174
"375" "Gr1" 176
"376" "Gr1" 172
"377" "Gr1" 178
"378" "Gr1" 182
"379" "Gr1" 177
"380" "Gr1" 178
"381" "Gr1" 172
"382" "Gr1" 172
"383" "Gr1" 174
"384" "Gr1" 175
"385" "Gr1" 176
"386" "Gr1" 171
"387" "Gr1" 178
"388" "Gr1" 172
"389" "Gr1" 168
"390" "Gr1" 164
"391" "Gr1" 180
"392" "Gr1" 173
"393" "Gr1" 174
"394" "Gr1" 181
"395" "Gr1" 173
"396" "Gr1" 172
"397" "Gr1" 170
"398" "Gr1" 180
"399" "Gr1" 172
"400" "Gr1" 178
"401" "Gr1" 175
"402" "Gr1" 182
"403" "Gr1" 179
"404" "Gr1" 182
"405" "Gr1" 182
"406" "Gr1" 175
"407" "Gr1" 180
"408" "Gr1" 177
"409" "Gr1" 178
"410" "Gr1" 170
"411" "Gr1" 171
"412" "Gr1" 173
"413" "Gr1" 175
"414" "Gr1" 171
"415" "Gr1" 174
"416" "Gr1" 180
"417" "Gr1" 180
"418" "Gr1" 175
"419" "Gr1" 170
"420" "Gr1" 171
"421" "Gr1" 175
"422" "Gr1" 178
"423" "Gr1" 175
"424" "Gr1" 173
"425" "Gr1" 168
"426" "Gr1" 177
"427" "Gr1" 182
"428" "Gr1" 174
"429" "Gr1" 178
"430" "Gr1" 173
"431" "Gr1" 182
"432" "Gr1" 181
"433" "Gr1" 177
"434" "Gr1" 178
"435" "Gr1" 173
"436" "Gr1" 182
"437" "Gr1" 175
"438" "Gr1" 174
"439" "Gr1" 171
"440" "Gr1" 177
"441" "Gr1" 180
"442" "Gr1" 179
"443" "Gr1" 179
"444" "Gr1" 176
"445" "Gr1" 175
"446" "Gr1" 178
"447" "Gr1" 175
"448" "Gr1" 176
"449" "Gr1" 171
"450" "Gr1" 173
"451" "Gr1" 174
"452" "Gr1" 168
"453" "Gr1" 172
"454" "Gr1" 177
"455" "Gr1" 173
"456" "Gr1" 170
"457" "Gr1" 175
"458" "Gr1" 178
"459" "Gr1" 175
"460" "Gr1" 174
"461" "Gr1" 179
"462" "Gr1" 168
"463" "Gr1" 176
"464" "Gr1" 175
"465" "Gr1" 175
"466" "Gr1" 174
"467" "Gr1" 180
"468" "Gr1" 171
"469" "Gr1" 180
"470" "Gr1" 175
"471" "Gr1" 171
"472" "Gr1" 167
"473" "Gr1" 177
"474" "Gr1" 176
"475" "Gr1" 173
"476" "Gr1" 169
"477" "Gr1" 178
"478" "Gr1" 177
"479" "Gr1" 172
"480" "Gr1" 180
"481" "Gr1" 173
"482" "Gr1" 173
"483" "Gr1" 175
"484" "Gr1" 167
"485" "Gr1" 176
"486" "Gr1" 181
"487" "Gr1" 176
"488" "Gr1" 179
"489" "Gr1" 172
"490" "Gr1" 177
"491" "Gr1" 173
"492" "Gr1" 172
"493" "Gr1" 175
"494" "Gr1" 178
"495" "Gr1" 176
"496" "Gr1" 170
"497" "Gr1" 169
"498" "Gr1" 177
"499" "Gr1" 185
"500" "Gr1" 168
"501" "Gr1" 164
"502" "Gr1" 177
"503" "Gr1" 168
"504" "Gr1" 170
"505" "Gr1" 174
"506" "Gr1" 182
"507" "Gr1" 178
"508" "Gr1" 174
"509" "Gr1" 178
"510" "Gr1" 183
"511" "Gr1" 178
"512" "Gr1" 179
"513" "Gr1" 173
"514" "Gr1" 173
"515" "Gr1" 181
"516" "Gr1" 171
"517" "Gr1" 182
"518" "Gr1" 165
"519" "Gr1" 171
"520" "Gr1" 174
"521" "Gr1" 176
"522" "Gr1" 173
"523" "Gr1" 175
"524" "Gr1" 176
"525" "Gr1" 171
"526" "Gr1" 173
"527" "Gr1" 180
"528" "Gr1" 177
"529" "Gr1" 176
"530" "Gr1" 177
"531" "Gr1" 176
"532" "Gr1" 180
"533" "Gr1" 172
"534" "Gr1" 172
"535" "Gr1" 172
"536" "Gr1" 174
"537" "Gr1" 176
"538" "Gr1" 182
"539" "Gr1" 183
"540" "Gr1" 171
"541" "Gr1" 175
"542" "Gr1" 172
"543" "Gr1" 177
"544" "Gr1" 180
"545" "Gr1" 179
"546" "Gr1" 178
"547" "Gr1" 175
"548" "Gr1" 179
"549" "Gr1" 171
"550" "Gr1" 173
"551" "Gr1" 170
"552" "Gr1" 171
"553" "Gr1" 175
"554" "Gr1" 167
"555" "Gr1" 175
"556" "Gr1" 175
"557" "Gr1" 179
"558" "Gr1" 174
"559" "Gr1" 177
"560" "Gr1" 169
"561" "Gr1" 170
"562" "Gr1" 175
"563" "Gr1" 171
"564" "Gr1" 185
"565" "Gr1" 173
"566" "Gr1" 179
"567" "Gr1" 176
"568" "Gr1" 183
"569" "Gr1" 177
"570" "Gr1" 181
"571" "Gr1" 178
"572" "Gr1" 173
"573" "Gr1" 179
"574" "Gr1" 173
"575" "Gr1" 177
"576" "Gr1" 181
"577" "Gr1" 176
"578" "Gr1" 179
"579" "Gr1" 171
"580" "Gr1" 176
"581" "Gr1" 177
"582" "Gr1" 178
"583" "Gr1" 178
"584" "Gr1" 175
"585" "Gr1" 177
"586" "Gr1" 169
"587" "Gr1" 172
"588" "Gr1" 178
"589" "Gr1" 171
"590" "Gr1" 170
"591" "Gr1" 175
"592" "Gr1" 167
"593" "Gr1" 173
"594" "Gr1" 171
"595" "Gr1" 172
"596" "Gr1" 171
"597" "Gr1" 176
"598" "Gr1" 169
"599" "Gr1" 173
"600" "Gr1" 181
"601" "Gr1" 179
"602" "Gr1" 174
"603" "Gr1" 179
"604" "Gr1" 182
"605" "Gr1" 173
"606" "Gr1" 179
"607" "Gr1" 179
"608" "Gr1" 173
"609" "Gr1" 180
"610" "Gr1" 180
"611" "Gr1" 172
"612" "Gr1" 180
"613" "Gr1" 180
"614" "Gr1" 179
"615" "Gr1" 176
"616" "Gr1" 169
"617" "Gr1" 175
"618" "Gr1" 174
"619" "Gr1" 178
"620" "Gr1" 181
"621" "Gr1" 170
"622" "Gr1" 183
"623" "Gr1" 168
"624" "Gr1" 174
"625" "Gr1" 175
"626" "Gr1" 173
"627" "Gr1" 175
"628" "Gr1" 183
"629" "Gr1" 178
"630" "Gr1" 177
"631" "Gr1" 179
"632" "Gr1" 172
"633" "Gr1" 171
"634" "Gr1" 172
"635" "Gr1" 177
"636" "Gr1" 178
"637" "Gr1" 172
"638" "Gr1" 175
"639" "Gr1" 165
"640" "Gr1" 179
"641" "Gr1" 170
"642" "Gr1" 178
"643" "Gr1" 178
"644" "Gr1" 175
"645" "Gr1" 167
"646" "Gr1" 172
"647" "Gr1" 174
"648" "Gr1" 183
"649" "Gr1" 179
"650" "Gr1" 175
"651" "Gr1" 178
"652" "Gr1" 177
"653" "Gr1" 178
"654" "Gr1" 167
"655" "Gr1" 172
"656" "Gr1" 179
"657" "Gr1" 171
"658" "Gr1" 176
"659" "Gr1" 174
"660" "Gr1" 175
"661" "Gr1" 176
"662" "Gr1" 167
"663" "Gr1" 171
"664" "Gr1" 170
"665" "Gr1" 177
"666" "Gr1" 181
"667" "Gr1" 180
"668" "Gr1" 165
"669" "Gr1" 175
"670" "Gr1" 168
"671" "Gr1" 169
"672" "Gr1" 181
"673" "Gr1" 172
"674" "Gr1" 172
"675" "Gr1" 174
"676" "Gr1" 168
"677" "Gr1" 172
"678" "Gr1" 173
"679" "Gr1" 180
"680" "Gr1" 174
"681" "Gr1" 178
"682" "Gr1" 176
"683" "Gr1" 176
"684" "Gr1" 174
"685" "Gr1" 169
"686" "Gr1" 174
"687" "Gr1" 174
"688" "Gr1" 172
"689" "Gr1" 173
"690" "Gr1" 176
"691" "Gr1" 175
"692" "Gr1" 176
"693" "Gr1" 179
"694" "Gr1" 175
"695" "Gr1" 178
"696" "Gr1" 173
"697" "Gr1" 172
"698" "Gr1" 169
"699" "Gr1" 179
"700" "Gr1" 168
"701" "Gr1" 167
"702" "Gr1" 177
"703" "Gr1" 177
"704" "Gr1" 172
"705" "Gr1" 170
"706" "Gr1" 183
"707" "Gr1" 177
"708" "Gr1" 169
"709" "Gr1" 179
"710" "Gr1" 179
"711" "Gr1" 175
"712" "Gr1" 180
"713" "Gr1" 169
"714" "Gr1" 176
"715" "Gr1" 181
"716" "Gr1" 183
"717" "Gr1" 179
"718" "Gr1" 177
"719" "Gr1" 174
"720" "Gr1" 183
"721" "Gr1" 175
"722" "Gr1" 176
"723" "Gr1" 175
"724" "Gr1" 177
"725" "Gr1" 172
"726" "Gr1" 173
"727" "Gr1" 172
"728" "Gr1" 175
"729" "Gr1" 182
"730" "Gr1" 177
"731" "Gr1" 171
"732" "Gr1" 166
"733" "Gr1" 171
"734" "Gr1" 184
"735" "Gr1" 181
"736" "Gr1" 175
"737" "Gr1" 177
"738" "Gr1" 179
"739" "Gr1" 178
"740" "Gr1" 175
"741" "Gr1" 182
"742" "Gr1" 172
"743" "Gr1" 174
"744" "Gr1" 178
"745" "Gr1" 177
"746" "Gr1" 177
"747" "Gr1" 174
"748" "Gr1" 175
"749" "Gr1" 184
"750" "Gr1" 171
"751" "Gr1" 175
"752" "Gr1" 183
"753" "Gr1" 175
"754" "Gr1" 170
"755" "Gr1" 177
"756" "Gr1" 177
"757" "Gr1" 178
"758" "Gr1" 170
"759" "Gr1" 174
"760" "Gr1" 176
"761" "Gr1" 180
"762" "Gr1" 175
"763" "Gr1" 174
"764" "Gr1" 177
"765" "Gr1" 177
"766" "Gr1" 179
"767" "Gr1" 174
"768" "Gr1" 177
"769" "Gr1" 174
"770" "Gr1" 172
"771" "Gr1" 181
"772" "Gr1" 180
"773" "Gr1" 175
"774" "Gr1" 174
"775" "Gr1" 180
"776" "Gr1" 178
"777" "Gr1" 180
"778" "Gr1" 177
"779" "Gr1" 170
"780" "Gr1" 176
"781" "Gr1" 171
"782" "Gr1" 182
"783" "Gr1" 171
"784" "Gr1" 171
"785" "Gr1" 173
"786" "Gr1" 175
"787" "Gr1" 177
"788" "Gr1" 174
"789" "Gr1" 175
"790" "Gr1" 175
"791" "Gr1" 175
"792" "Gr1" 173
"793" "Gr1" 166
"794" "Gr1" 180
"795" "Gr1" 170
"796" "Gr1" 181
"797" "Gr1" 176
"798" "Gr1" 177
"799" "Gr1" 173
"800" "Gr1" 165
"801" "Gr1" 185
"802" "Gr1" 176
"803" "Gr1" 175
"804" "Gr1" 184
"805" "Gr1" 169
"806" "Gr1" 176
"807" "Gr1" 178
"808" "Gr1" 178
"809" "Gr1" 172
"810" "Gr1" 175
"811" "Gr1" 181
"812" "Gr1" 173
"813" "Gr1" 176
"814" "Gr1" 179
"815" "Gr1" 173
"816" "Gr1" 172
"817" "Gr1" 177
"818" "Gr1" 178
"819" "Gr1" 170
"820" "Gr1" 171
"821" "Gr1" 176
"822" "Gr1" 175
"823" "Gr1" 170
"824" "Gr1" 173
"825" "Gr1" 175
"826" "Gr1" 178
"827" "Gr1" 171
"828" "Gr1" 182
"829" "Gr1" 175
"830" "Gr1" 178
"831" "Gr1" 175
"832" "Gr1" 180
"833" "Gr1" 174
"834" "Gr1" 174
"835" "Gr1" 172
"836" "Gr1" 175
"837" "Gr1" 181
"838" "Gr1" 177
"839" "Gr1" 174
"840" "Gr1" 174
"841" "Gr1" 176
"842" "Gr1" 173
"843" "Gr1" 177
"844" "Gr1" 173
"845" "Gr1" 178
"846" "Gr1" 176
"847" "Gr1" 182
"848" "Gr1" 174
"849" "Gr1" 177
"850" "Gr1" 173
"851" "Gr1" 172
"852" "Gr1" 178
"853" "Gr1" 174
"854" "Gr1" 182
"855" "Gr1" 177
"856" "Gr1" 172
"857" "Gr1" 164
"858" "Gr1" 177
"859" "Gr1" 176
"860" "Gr1" 180
"861" "Gr1" 179
"862" "Gr1" 179
"863" "Gr1" 170
"864" "Gr1" 179
"865" "Gr1" 169
"866" "Gr1" 167
"867" "Gr1" 177
"868" "Gr1" 170
"869" "Gr1" 175
"870" "Gr1" 184
"871" "Gr1" 173
"872" "Gr1" 172
"873" "Gr1" 178
"874" "Gr1" 181
"875" "Gr1" 178
"876" "Gr1" 182
"877" "Gr1" 177
"878" "Gr1" 165
"879" "Gr1" 177
"880" "Gr1" 173
"881" "Gr1" 179
"882" "Gr1" 171
"883" "Gr1" 167
"884" "Gr1" 180
"885" "Gr1" 176
"886" "Gr1" 178
"887" "Gr1" 177
"888" "Gr1" 174
"889" "Gr1" 174
"890" "Gr1" 176
"891" "Gr1" 170
"892" "Gr1" 181
"893" "Gr1" 168
"894" "Gr1" 174
"895" "Gr1" 174
"896" "Gr1" 172
"897" "Gr1" 178
"898" "Gr1" 174
"899" "Gr1" 171
"900" "Gr1" 169
"901" "Gr1" 174
"902" "Gr1" 176
"903" "Gr1" 172
"904" "Gr1" 173
"905" "Gr1" 181
"906" "Gr1" 176
"907" "Gr1" 168
"908" "Gr1" 174
"909" "Gr1" 171
"910" "Gr1" 169
"911" "Gr1" 173
"912" "Gr1" 182
"913" "Gr1" 177
"914" "Gr1" 180
"915" "Gr1" 179
"916" "Gr1" 182
"917" "Gr1" 177
"918" "Gr1" 174
"919" "Gr1" 172
"920" "Gr1" 175
"921" "Gr1" 177
"922" "Gr1" 172
"923" "Gr1" 180
"924" "Gr1" 178
"925" "Gr1" 177
"926" "Gr1" 176
"927" "Gr1" 166
"928" "Gr1" 169
"929" "Gr1" 176
"930" "Gr1" 169
"931" "Gr1" 180
"932" "Gr1" 171
"933" "Gr1" 170
"934" "Gr1" 188
"935" "Gr1" 172
"936" "Gr1" 174
"937" "Gr1" 180
"938" "Gr1" 181
"939" "Gr1" 170
"940" "Gr1" 171
"941" "Gr1" 177
"942" "Gr1" 177
"943" "Gr1" 180
"944" "Gr1" 171
"945" "Gr1" 180
"946" "Gr1" 182
"947" "Gr1" 177
"948" "Gr1" 174
"949" "Gr1" 172
"950" "Gr1" 169
"951" "Gr1" 172
"952" "Gr1" 182
"953" "Gr1" 168
"954" "Gr1" 177
"955" "Gr1" 175
"956" "Gr1" 177
"957" "Gr1" 167
"958" "Gr1" 174
"959" "Gr1" 176
"960" "Gr1" 174
"961" "Gr1" 175
"962" "Gr1" 170
"963" "Gr1" 174
"964" "Gr1" 170
"965" "Gr1" 170
"966" "Gr1" 179
"967" "Gr1" 176
"968" "Gr1" 177
"969" "Gr1" 179
"970" "Gr1" 174
"971" "Gr1" 176
"972" "Gr1" 172
"973" "Gr1" 176
"974" "Gr1" 174
"975" "Gr1" 174
"976" "Gr1" 175
"977" "Gr1" 177
"978" "Gr1" 175
"979" "Gr1" 178
"980" "Gr1" 175
"981" "Gr1" 169
"982" "Gr1" 172
"983" "Gr1" 172
"984" "Gr1" 172
"985" "Gr1" 181
"986" "Gr1" 175
"987" "Gr1" 174
"988" "Gr1" 174
"989" "Gr1" 181
"990" "Gr1" 174
"991" "Gr1" 173
"992" "Gr1" 178
"993" "Gr1" 170
"994" "Gr1" 182
"995" "Gr1" 184
"996" "Gr1" 170
"997" "Gr1" 167
"998" "Gr1" 175
"999" "Gr1" 173
"1000" "Gr1" 173
"1001" "Gr1" 175
"1002" "Gr1" 176
"1003" "Gr1" 174
"1004" "Gr1" 177
"1005" "Gr1" 173
"1006" "Gr1" 171
"1007" "Gr1" 178
"1008" "Gr1" 183
"1009" "Gr1" 177
"1010" "Gr1" 176
"1011" "Gr1" 177
"1012" "Gr1" 174
"1013" "Gr1" 171
"1014" "Gr1" 175
"1015" "Gr1" 176
"1016" "Gr1" 175
"1017" "Gr1" 173
"1018" "Gr1" 176
"1019" "Gr1" 175
"1020" "Gr1" 179
"1021" "Gr1" 167
"1022" "Gr1" 178
"1023" "Gr1" 183
"1024" "Gr1" 169
"1025" "Gr1" 178
"1026" "Gr1" 175
"1027" "Gr1" 170
"1028" "Gr1" 167
"1029" "Gr1" 176
"1030" "Gr1" 174
"1031" "Gr1" 174
"1032" "Gr1" 171
"1033" "Gr1" 175
"1034" "Gr1" 173
"1035" "Gr1" 173
"1036" "Gr1" 175
"1037" "Gr1" 180
"1038" "Gr1" 174
"1039" "Gr1" 171
"1040" "Gr1" 174
"1041" "Gr1" 189
"1042" "Gr1" 175
"1043" "Gr1" 168
"1044" "Gr1" 173
"1045" "Gr1" 171
"1046" "Gr1" 180
"1047" "Gr1" 176
"1048" "Gr1" 177
"1049" "Gr1" 180
"1050" "Gr1" 170
"1051" "Gr1" 173
"1052" "Gr1" 174
"1053" "Gr1" 182
"1054" "Gr1" 178
"1055" "Gr1" 176
"1056" "Gr1" 176
"1057" "Gr1" 177
"1058" "Gr1" 174
"1059" "Gr1" 173
"1060" "Gr1" 179
"1061" "Gr1" 177
"1062" "Gr1" 177
"1063" "Gr1" 179
"1064" "Gr1" 185
"1065" "Gr1" 178
"1066" "Gr1" 179
"1067" "Gr1" 179
"1068" "Gr1" 172
"1069" "Gr1" 176
"1070" "Gr1" 172
"1071" "Gr1" 179
"1072" "Gr1" 174
"1073" "Gr1" 176
"1074" "Gr1" 168
"1075" "Gr1" 170
"1076" "Gr1" 176
"1077" "Gr1" 179
"1078" "Gr1" 180
"1079" "Gr1" 172
"1080" "Gr1" 177
"1081" "Gr1" 171
"1082" "Gr1" 174
"1083" "Gr1" 172
"1084" "Gr1" 177
"1085" "Gr1" 178
"1086" "Gr1" 175
"1087" "Gr1" 184
"1088" "Gr1" 176
"1089" "Gr1" 174
"1090" "Gr1" 181
"1091" "Gr1" 176
"1092" "Gr1" 173
"1093" "Gr1" 177
"1094" "Gr1" 174
"1095" "Gr1" 181
"1096" "Gr1" 179
"1097" "Gr1" 165
"1098" "Gr1" 171
"1099" "Gr1" 170
"1100" "Gr1" 172
"1101" "Gr1" 170
"1102" "Gr1" 175
"1103" "Gr1" 174
"1104" "Gr1" 172
"1105" "Gr1" 175
"1106" "Gr1" 176
"1107" "Gr1" 172
"1108" "Gr1" 172
"1109" "Gr1" 171
"1110" "Gr1" 177
"1111" "Gr1" 177
"1112" "Gr1" 179
"1113" "Gr1" 170
"1114" "Gr1" 175
"1115" "Gr1" 167
"1116" "Gr1" 178
"1117" "Gr1" 174
"1118" "Gr1" 177
"1119" "Gr1" 167
"1120" "Gr1" 180
"1121" "Gr1" 180
"1122" "Gr1" 179
"1123" "Gr1" 173
"1124" "Gr1" 178
"1125" "Gr1" 174
"1126" "Gr1" 183
"1127" "Gr1" 177
"1128" "Gr1" 176
"1129" "Gr1" 179
"1130" "Gr1" 173
"1131" "Gr1" 176
"1132" "Gr1" 168
"1133" "Gr1" 177
"1134" "Gr1" 173
"1135" "Gr1" 171
"1136" "Gr1" 171
"1137" "Gr1" 173
"1138" "Gr1" 172
"1139" "Gr1" 166
"1140" "Gr1" 178
"1141" "Gr1" 177
"1142" "Gr1" 172
"1143" "Gr1" 175
"1144" "Gr1" 176
"1145" "Gr1" 171
"1146" "Gr1" 166
"1147" "Gr1" 171
"1148" "Gr1" 175
"1149" "Gr1" 169
"1150" "Gr1" 167
"1151" "Gr1" 178
"1152" "Gr1" 173
